Variant,Split,Mean Loss,Correlation,95th Percentile,99th Percentile,Min Loss,Max Loss
no_dlayer,In-Sample,1.0887516562154185e-07,0.9999722519511973,2.3559182622534506e-07,4.1201519564993076e-07,1.588622566828235e-08,1.2597110981005244e-06
no_dlayer,Out-of-Sample,1.35151661468618e-07,0.9999687310784345,2.800432184812954e-07,7.405188540587906e-07,2.7218007403462252e-08,1.038501295624883e-06
dlayer,In-Sample,1.2056024547910317e-07,0.9999693456629222,2.2581459262482893e-07,3.3905787432786415e-07,2.4168407719571405e-08,4.2506059116931283e-07
dlayer,Out-of-Sample,1.4316905768855088e-07,0.999967163902436,2.6229191831816926e-07,3.614849512700845e-07,3.31168337197596e-08,6.294638978943112e-07
