Variant,Split,Mean Loss,Correlation,95th Percentile,99th Percentile,Min Loss,Max Loss
no_dlayer,In-Sample,4.7277451024709917e-07,0.999881177006062,1.1228333164581269e-06,2.517682378311292e-06,8.972718035238358e-08,3.906228357664077e-06
no_dlayer,Out-of-Sample,5.34107475629813e-07,0.9998716866382612,1.4392937828233692e-06,2.1826782835887565e-06,1.0475874745452529e-07,3.9396613829012495e-06
dlayer,In-Sample,3.6409172032847437e-07,0.999908831388418,7.852284312548362e-07,1.144592184800782e-06,7.102983801132723e-08,1.4857853329885984e-06
dlayer,Out-of-Sample,3.689010930803723e-07,0.9999113947570775,7.935382512869181e-07,1.2652255156808676e-06,6.285983999987366e-08,1.7129833622675505e-06
