ticker,period,strategy,alpha,beta,omega,gamma,lambda,sigma_eps,alpha_init,beta_init,omega_init,gamma_init,lambda_init,two_norm_error,aic,bic,aic_init,bic_init,loss,loss_init,calibration_time_sec,n_options,n_returns,mean_iv_mse,mean_iv_mae,status
AAPL,Period1,best1bin,1.498669442153784e-06,0.9899760042951933,9.969236051992411e-07,6.964844384538203,0.10943441546613608,0.29999313855699594,1.5e-06,0.8888586569325905,1e-06,1.0,0.3,7.03570079531565,-16.74376518519298,21.77989326120076,-1.2582573141030693,20.28766456896207,641704.1125772828,756.8224313651575,3169.6568496227264,16395,268,322.32850384805505,3.4988314527190676,ok
AAPL,Period1,best1bin,1.4997671703385205e-06,0.9899777747784322,9.9352748342823e-07,6.935369303576614,0.10095961555122529,0.2999843629553647,1.5e-06,0.8888586569325905,1e-06,1.0,0.3,7.0063968068846565,-16.74388126640579,21.77977717998795,-1.2582573141030693,20.28766456896207,641741.358553988,756.8224313651575,2632.2617044448853,16395,268,322.3294899849883,3.4986010352732717,ok
AAPL,Period2,best1bin,1.4994847716302392e-06,0.9896810472395364,9.915402578789474e-07,3.746860262822302,0.14550815310770282,0.299996381282279,1.5e-06,0.9772730306271579,1e-06,1.0,0.3,3.878092704797811,-21.133878094521993,27.82193729844806,,,5762828.938500395,-6366.488294902517,14987.664634466171,132080,1936,432.951707147114,4.846682673450098,ok
AAPL,Period3,best1bin,1.4995541579660274e-06,0.9899998549487071,9.999278844836934e-07,6.999681622408312,0.10341833266719591,0.29999818913615395,1.5e-06,0.8811680267283792,1e-06,1.0,0.3,7.070101688053294,,,,,-203150.12094935647,-1303.3964993193003,19754.971840143204,73793,904,93.58884330852231,1.49753496850949,ok
