ticker,period,strategy,alpha,beta,omega,gamma,lambda,sigma_eps,alpha_init,beta_init,omega_init,gamma_init,lambda_init,two_norm_error,aic,bic,aic_init,bic_init,loss,loss_init,calibration_time_sec,n_options,n_returns,mean_iv_mse,mean_iv_mae,status
AAPL,Period2,best1bin,1.4994847716302392e-06,0.9896810472395364,9.915402578789474e-07,3.746860262822302,0.14550815310770282,0.299996381282279,1.5e-06,0.9772730306271579,1e-06,1.0,0.3,3.878092704797811,-21.133878094521993,27.82193729844806,,,5762828.938500395,-6366.488294902517,14987.664634466171,132080,1936,432.951707147114,4.846682673450098,ok
