S0,m,r,T,corp,alpha,beta,omega,gamma,lambda,sigma,V
1171.7208937,0.46868835748000004,0.017158818857142856,29,1,0.0,0.0,0.0,0.0,0.0,0.185568,1.69
1171.7208937,0.5326004062272728,0.017158818857142856,29,0,0.0,0.0,0.0,0.0,0.0,0.313687,1.679999955
1171.7208937,0.509443866826087,0.017158818857142856,29,0,0.0,0.0,0.0,0.0,0.0,0.25063401,2.68
1172.6969211,0.45103727734615384,0.01728078057142857,32,1,0.0,0.0,0.0,0.0,0.0,0.192522,0.574999985
1172.6969211,0.5330440550454546,0.01728078057142857,32,0,0.0,0.0,0.0,0.0,0.0,0.27407101,1.2650000000000001
1172.6969211,0.527054796,0.01728078057142857,32,0,0.0,0.0,0.0,0.0,0.0,0.26515999,1.51500005
1172.6969211,0.5154711741098902,0.01728078057142857,32,0,0.0,0.0,0.0,0.0,0.0,0.248836,2.21000005
1161.66781148,0.48402825478333333,0.01740261057142857,31,1,0.0,0.0,0.0,0.0,0.0,0.21652199,5.07500005
1161.66781148,0.464667124592,0.01740261057142857,31,1,0.0,0.0,0.0,0.0,0.0,0.194968,1.4849999999999999
1161.66781148,0.4891232890442105,0.01740261057142857,31,0,0.0,0.0,0.0,0.0,0.0,0.21228901,5.5999999
1162.54623614,0.48439426505833333,0.016949128333333334,30,1,0.0,0.0,0.0,0.0,0.0,0.208744,4.9250002
1162.54623614,0.4794005097484536,0.016949128333333334,30,1,0.0,0.0,0.0,0.0,0.0,0.201939,3.7249999
1162.54623614,0.47450866781224493,0.016949128333333334,30,1,0.0,0.0,0.0,0.0,0.0,0.19573601,2.725
1162.54623614,0.4697156509656566,0.016949128333333334,30,1,0.0,0.0,0.0,0.0,0.0,0.19162101,1.955
1162.54623614,0.465018494456,0.016949128333333334,30,1,0.0,0.0,0.0,0.0,0.0,0.187792,1.3550000500000001
1162.54623614,0.46041435094653466,0.016949128333333334,30,1,0.0,0.0,0.0,0.0,0.0,0.18424299,0.905
1162.54623614,0.44713316774615386,0.016949128333333334,30,1,0.0,0.0,0.0,0.0,0.0,0.180811,0.25
1162.54623614,0.5054548852782609,0.016949128333333334,30,0,0.0,0.0,0.0,0.0,0.0,0.229506,2.845
1166.0111334100002,0.48583797225416675,0.016955843333333335,29,1,0.0,0.0,0.0,0.0,0.0,0.201028,4.8499999
1166.0111334100002,0.48082933336494854,0.016955843333333335,29,1,0.0,0.0,0.0,0.0,0.0,0.195151,3.65
1166.0111334100002,0.47592291159591843,0.016955843333333335,29,1,0.0,0.0,0.0,0.0,0.0,0.188329,2.62
