S0,m,r,T,callput,alpha,beta,omega,gamma,lambda,sigma,V
97.3027298122295,0.856175878901548,0.000198412698412698,0.83777007510025,1,1.2149300821068e-06,0.824713597288519,4.02994765196123e-07,0.47083859415203,0.466731183910809,0.436102212203216,24.2230516736756
97.3027298122295,0.856175878901548,0.000198412698412698,0.83777007510025,-1,1.2149300821068e-06,0.824713597288519,4.02994765196123e-07,0.47083859415203,0.466731183910809,0.001,0
96.5204181785699,1.04387088460587,0.000198412698412698,0.198002797314459,1,1.31716305946222e-06,0.830478382878018,1.45214808678992e-07,0.35062628271041,0.593038328578805,0.42772480705779,5.91755705838892
96.5204181785699,1.04387088460587,0.000198412698412698,0.198002797314459,-1,1.31716305946222e-06,0.830478382878018,1.45214808678992e-07,0.35062628271041,0.593038328578805,0.335577579527233,4.23443612802255
101.506113321555,1.12486305771315,0.000198412698412698,0.629166651563623,1,1.23701894813651e-06,0.783052357062825,6.72735118906434e-07,0.464506342552363,0.557656796805384,0.146173867964065,0.960839931395329
101.506113321555,1.12486305771315,0.000198412698412698,0.629166651563623,-1,1.23701894813651e-06,0.783052357062825,6.72735118906434e-07,0.464506342552363,0.557656796805384,0.517975812948812,12.6743636859067
104.362127480691,0.811074040339709,0.000198412698412698,0.465836150348455,1,1.26306604606805e-06,0.824167044633104,7.65748546401793e-07,0.36119865170593,0.570081971650343,0.364639781362927,23.7039278982809
104.362127480691,0.811074040339709,0.000198412698412698,0.465836150348455,-1,1.26306604606805e-06,0.824167044633104,7.65748546401793e-07,0.36119865170593,0.570081971650343,0.001,0
98.3981509807076,0.958939247314382,0.000198412698412698,0.983403955852338,1,1.25385232055304e-06,0.844815753481283,8.18009370544686e-07,0.283261145864905,0.447553950877048,0.143118352851644,8.24835411870776
98.3981509807076,0.958939247314382,0.000198412698412698,0.983403955852338,-1,1.25385232055304e-06,0.844815753481283,8.18009370544686e-07,0.283261145864905,0.447553950877048,0.001,0.0047904617221583
97.3027298122295,1.18583586707636,0.000198412698412698,0.201869476887049,1,1.2149300821068e-06,0.824713597288519,4.02994765196123e-07,0.47083859415203,0.466731183910809,0.164657478811232,0.0196988716003999
97.3027298122295,1.18583586707636,0.000198412698412698,0.201869476887049,-1,1.2149300821068e-06,0.824713597288519,4.02994765196123e-07,0.47083859415203,0.466731183910809,1.33190333139041,18.0823371635528
96.5204181785699,1.08957761873195,0.000198412698412698,0.782317774855402,1,1.31716305946222e-06,0.830478382878018,1.45214808678992e-07,0.35062628271041,0.593038328578805,0.001,0
96.5204181785699,1.08957761873195,0.000198412698412698,0.782317774855402,-1,1.31716305946222e-06,0.830478382878018,1.45214808678992e-07,0.35062628271041,0.593038328578805,0.337299426059677,8.64606921944822
101.506113321555,1.14088857876314,0.000198412698412698,0.581950859952081,1,1.23701894813651e-06,0.783052357062825,6.72735118906434e-07,0.464506342552363,0.557656796805384,0.138027034568504,0.525462263198772
