S0,m,r,T,callput,alpha,beta,omega,gamma,lambda,sigma,V
100.896998662028,0.856175878901548,0.000198412698412698,0.83777007510025,1,0.145317005879723,0.801484040586156,9.4699873214793e-07,0,0.088276509314953,0.001,14.5114221540379
100.896998662028,0.856175878901548,0.000198412698412698,0.83777007510025,-1,0.145317005879723,0.801484040586156,9.4699873214793e-07,0,0.088276509314953,0.001,0
100.091985875453,1.04387088460587,0.000198412698412698,0.198002797314459,1,0.021760307003436,0.832451299769563,2.57892845974735e-07,0,0.123889749487428,0.001,0
100.091985875453,1.04387088460587,0.000198412698412698,0.198002797314459,-1,0.021760307003436,0.832451299769563,2.57892845974735e-07,0,0.123889749487428,0.350888016344525,4.39112396231458
99.9645020156812,1.12486305771315,0.000198412698412698,0.629166651563623,1,0.142863424593486,0.814958045430289,2.78771464542959e-07,0,0.0613261545504266,0.001,0
99.9645020156812,1.12486305771315,0.000198412698412698,0.629166651563623,-1,0.142863424593486,0.814958045430289,2.78771464542959e-07,0,0.0613261545504266,0.543181037288604,12.4818733844501
99.6963384950519,0.811074040339709,0.000198412698412698,0.465836150348455,1,0.14781159984009,0.778021499825596,3.04757126848869e-07,0,0.136237041850368,0.001,18.8352264247949
99.6963384950519,0.811074040339709,0.000198412698412698,0.465836150348455,-1,0.14781159984009,0.778021499825596,3.04757126848869e-07,0,0.136237041850368,0.001,0
99.7906279627775,0.958939247314382,0.000198412698412698,0.983403955852338,1,0.0703234310124155,0.806110042371347,1.12953557487238e-07,0,0.126765970887817,0.0143294334419603,4.11729846789105
99.7906279627775,0.958939247314382,0.000198412698412698,0.983403955852338,-1,0.0703234310124155,0.806110042371347,1.12953557487238e-07,0,0.126765970887817,0.001,0
100.896998662028,1.18583586707636,0.000198412698412698,0.201869476887049,1,0.145317005879723,0.801484040586156,9.4699873214793e-07,0,0.088276509314953,0.001,0
100.896998662028,1.18583586707636,0.000198412698412698,0.201869476887049,-1,0.145317005879723,0.801484040586156,9.4699873214793e-07,0,0.088276509314953,1.39930692464908,18.7502812317607
100.091985875453,1.08957761873195,0.000198412698412698,0.782317774855402,1,0.021760307003436,0.832451299769563,2.57892845974735e-07,0,0.123889749487428,0.001,0
100.091985875453,1.08957761873195,0.000198412698412698,0.782317774855402,-1,0.021760307003436,0.832451299769563,2.57892845974735e-07,0,0.123889749487428,0.353078293778995,8.966001748875
99.9645020156812,1.14088857876314,0.000198412698412698,0.581950859952081,1,0.142863424593486,0.814958045430289,2.78771464542959e-07,0,0.0613261545504266,0.001,0
99.9645020156812,1.14088857876314,0.000198412698412698,0.581950859952081,-1,0.142863424593486,0.814958045430289,2.78771464542959e-07,0,0.0613261545504266,0.633561976980076,14.0838566157542
99.6963384950519,0.90865664052943,0.000198412698412698,0.817635132038453,1,0.14781159984009,0.778021499825596,3.04757126848869e-07,0,0.136237041850368,0.001,9.10659848505314
99.6963384950519,0.90865664052943,0.000198412698412698,0.817635132038453,-1,0.14781159984009,0.778021499825596,3.04757126848869e-07,0,0.136237041850368,0.001,0
99.7906279627775,0.999621938168567,0.000198412698412698,0.819623050559684,1,0.0703234310124155,0.806110042371347,1.12953557487238e-07,0,0.126765970887817,0.00154591247755916,0.0866144322929786
99.7906279627775,0.999621938168567,0.000198412698412698,0.819623050559684,-1,0.0703234310124155,0.806110042371347,1.12953557487238e-07,0,0.126765970887817,0.001,0.0290656565440268
100.896998662028,1.03761449586625,0.000198412698412698,0.211652771876403,1,0.145317005879723,0.801484040586156,9.4699873214793e-07,0,0.088276509314953,0.001,0
100.896998662028,1.03761449586625,0.000198412698412698,0.211652771876403,-1,0.145317005879723,0.801484040586156,9.4699873214793e-07,0,0.088276509314953,0.291569659750705,3.79518973908986
100.091985875453,0.892623970344803,0.000198412698412698,0.343660485718081,1,0.021760307003436,0.832451299769563,2.57892845974735e-07,0,0.123889749487428,0.0917974777973336,10.787457154822
100.091985875453,0.892623970344803,0.000198412698412698,0.343660485718081,-1,0.021760307003436,0.832451299769563,2.57892845974735e-07,0,0.123889749487428,0.001,0
99.9645020156812,1.06228028441965,0.000198412698412698,0.267093106289298,1,0.142863424593486,0.814958045430289,2.78771464542959e-07,0,0.0613261545504266,0.001,0
99.9645020156812,1.06228028441965,0.000198412698412698,0.267093106289298,-1,0.142863424593486,0.814958045430289,2.78771464542959e-07,0,0.0613261545504266,0.425077453884688,6.2258176174055
99.6963384950519,1.07665789856152,0.000198412698412698,0.169828726486328,1,0.14781159984009,0.778021499825596,3.04757126848869e-07,0,0.136237041850368,0.001,0
99.6963384950519,1.07665789856152,0.000198412698412698,0.169828726486328,-1,0.14781159984009,0.778021499825596,3.04757126848869e-07,0,0.136237041850368,0.652010701304885,7.64251180330825
99.7906279627775,0.821637899979046,0.000198412698412698,0.152189621445926,1,0.0703234310124155,0.806110042371347,1.12953557487238e-07,0,0.126765970887817,0.198424862020294,17.8186866650231
99.7906279627775,0.821637899979046,0.000198412698412698,0.152189621445926,-1,0.0703234310124155,0.806110042371347,1.12953557487238e-07,0,0.126765970887817,0.001,0
100.896998662028,1.16672899567734,0.000198412698412698,0.26762986913174,1,0.145317005879723,0.801484040586156,9.4699873214793e-07,0,0.088276509314953,0.001,0
100.896998662028,1.16672899567734,0.000198412698412698,0.26762986913174,-1,0.145317005879723,0.801484040586156,9.4699873214793e-07,0,0.088276509314953,1.09589116900011,16.8224552537776
