S0,m,r,T,corp,omega,alpha,beta,theta,lambda,sigma,V
101.152301992289,0.96680880188103,0.000198412698412698,0.748292044097942,1,1e-07,1.15e-06,0.00233480177718723,0.135790058784936,0.0289412565650414,0.001,3.357366095616
101.152301992289,0.96680880188103,0.000198412698412698,0.748292044097942,-1,1e-07,1.15e-06,0.00233480177718723,0.135790058784936,0.0289412565650414,0.001,0
