Time Horizon (T),mean (Calib - True),mean (Init - True),variance (Calib - True),variance (Init - True),skewness (Calib - True),skewness (Init - True),kurtosis (Calib - True),kurtosis (Init - True)
10,0.01537154926896278,-0.02231737639272069,1.815398168339641,-1.9921115899475694,0.006199430895462488,-0.005776232427594674,0.0107327462127762,-0.009277540034476006
50,0.05582376470761119,-0.08830746337611117,157.70076863496797,-146.99237098070444,0.004359118771483206,-0.003724627612215037,0.016087791956686637,-0.013801878773168408
100,0.7353926240830333,-1.2866691714457374,31940.17302871868,-34349.46457019448,0.006485975431154367,-0.0055325376233463786,0.03575409823444442,-0.03035799557674057
252,-2043.0061368946917,2627.9952815617435,45633556341.78906,-15558214353.675781,0.01769902130193657,-0.014902529597473624,0.17019500782928176,-0.14227696893323127
365,-273508.2342003584,266039.062556386,6748896308791296.0,-5688368398501888.0,0.030634269258852154,-0.026544176661214447,0.3602646509462488,-0.30858281235430596
512,-540421768.2491455,617887427.5298462,1.5188332979836487e+22,-1.099834214250696e+22,0.050879719762583875,-0.0442126408969612,0.7201943587393522,-0.6190534906556913
