Time Horizon (T),mean (Abs Err Calib),mean (Abs Err Init),variance (Abs Err Calib),variance (Abs Err Init),skewness (Abs Err Calib),skewness (Abs Err Init),kurtosis (Abs Err Calib),kurtosis (Abs Err Init)
10,0.04712823190041604,0.5109601814777704,2.025295516801634,21.804367046063476,0.0013226477389149394,0.013941246735867968,0.00045970848324028424,0.0023746042857781813
50,1.2359989287964481,12.730935110591872,794.6286576426792,8306.518191392242,0.00019336147421966654,0.007528531411321482,0.0006523258776578444,0.020656077586362898
100,10.585420879595858,128.21400403637335,97898.24963827059,1214719.6574121509,0.0007988621214198854,0.006798621644645397,0.0016512565759203568,0.011329604145719152
252,7924.591646571178,104487.19724225719,239480826703.9922,3056868256210.1016,0.0010233071258110016,0.010474886039296027,0.006884458376713809,0.06678056766139484
365,1888736.941185534,25662081.823878765,1.8012038712431872e+16,2.366927067072348e+17,0.003087659938992182,0.039141481525767574,0.026784213746470442,0.3397572688877517
512,499958906.7211914,11983290627.1167,4.0087686130360983e+21,1.367123156663515e+23,0.0010968660296040156,0.0036178714237085075,0.009380724893521375,0.017055033216948345
