ticker,period,strategy,alpha,beta,omega,gamma,lambda,sigma_eps,alpha_init,beta_init,omega_init,gamma_init,lambda_init,two_norm_error,aic,bic,aic_init,bic_init,loss,loss_init,calibration_time_sec,n_options,n_returns,status,error
EFX,Period1,best1bin,1.04109070976926E-06,0.989696620430454,9.42036176123877E-06,0.265659084460381,0.319192888126975,0.299998824422329,0.0000015,0.798823839228568,0.00001,0.25,0.3,1.07329317968971,-14.6321165971024,1.13434137538649,-4.5022385325793,11.7006436621752,223252.41107115,3831.91235242854,78.3475966453552,173,110,ok,
EFX,Period2,best1bin,1.41646389633004E-06,0.988686570882457,8.99396838455662E-06,0.365558061770959,0.508636900135406,0.299998709984283,0.000001,0.99,0.00000001,0.25,0.3,1.17040391670197,-16.4553498729581,9.47158520494396,,,555528.358119589,-214.551065335657,250.831501722336,1320,385,ok,
EFX,Period3,best1bin,1.40453246297238E-06,0.989846234952869,9.97799404988424E-06,0.309264623687658,0.346813370277876,0.299995597311197,0.0000015,0.508008888730369,0.00001,0.25,0.3,1.09348968455129,-11.8163821191041,11.5753284541676,-6.62978277668474,13.5940453920812,54621.948031058,11102.1203140502,187.222240209579,795,215,ok,
EMR,Period1,best1bin,1.15845797478731E-06,0.989301312950796,8.01734394093651E-06,0.428468051972458,0.312072770424752,0.299995624598782,0.0000015,0.958345815798269,0.00001,0.25,0.3,1.12235973443163,-17.9396979433652,10.1367937557639,,,1166885.71009988,-317.040347905529,361.773651361465,2029,298,ok,
EMR,Period2,best1bin,1.26070939426971E-06,0.982355217981796,8.6646865452553E-06,0.404795861927224,0.455174513286953,0.299998044839381,0.0000015,0.975377331903043,0.00001,0.25,0.3,1.15588291005281,-19.5854008732511,14.8036010961618,,,2656979.30705526,-3145.1300694971,1130.94763875008,7171,965,ok,
EMR,Period3,best1bin,1.08202270721512E-06,0.988313389759056,9.62630711302174E-06,0.251683573489704,0.587220512117771,0.299998522574214,0.0000015,0.767947990398874,0.00001,0.25,0.3,1.17683299897958,-17.4086017922516,12.2836259635723,-4.57991168400532,21.6292114340976,894751.134094139,3983.65828027593,553.368272304535,2803,583,ok,
ETN,Period1,best1bin,1.13278933054372E-06,0.98972043874307,9.34049575551739E-06,0.373899089778893,0.359922250017925,0.299997658622664,0.0000015,0.958259791432947,0.00001,0.25,0.3,1.11753796461228,-15.7364705881346,10.8529104049979,0.83285022974483,22.0331871621099,387796.227607221,266.020902129201,303.561277389526,1507,253,ok,
ETN,Period2,best1bin,1.15121631754022E-06,0.988720692760076,8.38730956497303E-06,0.27356440956054,0.542254450284506,0.299996410329253,0.0000015,0.96293982089584,4.06213879878659E-06,0.25,0.3,1.16036459071931,-19.931253908788,14.2817684946021,,,3158560.53346352,-2880.22416241696,967.831273317337,6923,1254,ok,
ETN,Period3,best1bin,1.49393477511798E-06,0.988900981882223,9.1216467644408E-06,0.43202456508303,0.352405019593345,0.299994042706443,0.0000015,0.96896831981826,0.00001,0.25,0.3,1.13523551509052,-15.1098127294951,12.096789219093,,,283482.696424505,-1008.61626180133,310.697129487991,1705,401,ok,
F,Period1,best1bin,1.00741525528022E-06,0.989388381196422,8.62819316195879E-06,0.38631764237276,0.310035258216156,0.299986771810204,0.0000015,0.93464498484293,0.00001,0.25,0.3,1.10645946652715,-20.6821699291922,10.6241708236961,-5.87314280578928,15.6278350469009,4597783.80845986,7605.07755771596,824.942964315414,3871,266,ok,
F,Period2,best1bin,1.46804588267314E-06,0.96117952984263,9.3719197539581E-06,0.296763300299167,0.30128287972567,0.299991737515706,0.0000015,0.979647863175736,2.63694091190641E-06,0.25,0.3,1.05009805194502,-25.2147008731244,15.1722933367262,,,44337901.6329819,-4355.04024436684,3190.62723469734,23799,1620,ok,
F,Period3,best1bin,1.44076655498139E-06,0.988850889900784,7.5631929767544E-06,0.437645270356925,0.306844723252408,0.299991373477199,0.0000015,0.57769657558185,0.00001,0.25,0.3,1.12406100785077,-23.3525939569735,17.2272786613356,-7.42460138203909,20.5618527400634,17475264.440736,16519.5646037021,3449.54930114746,24735,784,ok,
FDX,Period1,best1bin,1.33084992772337E-06,0.988705406112554,9.15493829370153E-06,0.321245750172091,0.335318287404337,0.299998045446284,0.0000015,0.972996230317607,8.84080747491928E-06,0.25,0.3,1.09232576003369,-20.1346047373346,11.4785807474351,,,3496602.59770073,-63.4478554860251,556.149934530258,4116,267,ok,
FDX,Period2,best1bin,1.49541016305165E-06,0.967727130072291,9.89115458408139E-06,0.255102613853973,0.552222802089761,0.29998771483883,0.0000015,0.971704590277456,1.24075291686779E-06,0.25,0.3,1.14303244272462,-21.5773105057376,17.8171266726018,,,7193261.57114688,-663.075474591296,2272.41908049583,19514,1676,ok,
FDX,Period3,best1bin,1.0677528453922E-06,0.987311907172446,8.36969010137397E-06,0.283248504403969,0.359690644876692,0.299997051813269,0.0000015,0.724552508223391,0.00001,0.25,0.3,1.08829769703633,-20.9436028001551,17.230841672648,-4.98215346620637,23.8322151137395,5239839.36387106,4871.10813397419,1849.19613075256,15289,900,ok,
FIS,Period1,best1bin,1.20601956780389E-06,0.988647495283351,9.74960938873863E-06,0.34786170453644,0.302239958550694,0.299999817200554,0.000001,0.983521986111485,0.00000001,0.25,0.3,1.09077065786272,-14.6377825255675,-2.91875541629908,,,223885.773890054,-89.386008700939,34.7338185310364,77,42,ok,
FIS,Period2,best1bin,1.27837552162178E-06,0.984668856819715,9.7000805429052E-06,0.302586797954478,0.301311853252365,0.299999276869325,0.0000015,0.962563048769338,8.9854357223511E-06,0.25,0.3,1.07327552888021,-15.4233361870131,9.311543773664,,,331594.492588635,-997.11300448461,242.41900062561,1040,397,ok,
FIS,Period3,best1bin,1.410698431315E-06,0.989946037353051,9.69451668991566E-06,0.269041432663821,0.451462483099147,0.299996387151672,0.0000015,0.939755543008032,0.00001,0.25,0.3,1.12080097390341,-17.2639512415794,10.1998502630325,-0.572756553904652,21.1713484832194,832322.796223066,537.204196785695,296.032181978226,1795,277,ok,
GD,Period1,best1bin,0.0000015,0.862456134581703,0.00001,0.25,0.3,0.1,0.0000015,0.862456134581703,0.00001,0.25,0.3,0.946747370833351,,,,,,,6735.60362672806,1908,297,ok,
GD,Period2,best1bin,1.37992324099514E-06,0.975978257566348,8.39947054403708E-06,0.330300415717659,0.302275860308941,0.299993337382642,0.000001,0.99,2.60535479948284E-07,0.25,0.3,1.07377959547733,-19.2499703724484,13.6854912215311,-0.821097530978072,27.9799228788351,2246727.30952037,608.227363683023,751.923047304153,5362,898,ok,
GD,Period3,best1bin,1.2977029327238E-06,0.989923357490166,8.85039614265409E-06,0.351880859397142,0.362877126694339,0.299995236377429,0.0000015,0.759766898794463,0.00001,0.25,0.3,1.11150717589795,-17.4319641784097,10.7106239544656,-3.34092713492172,21.6389616892861,905264.177753551,2144.07513837585,273.495199203491,2056,475,ok,
GE,Period1,best1bin,1.21934967000062E-06,0.989216193458535,5.07780505464354E-06,0.254609291092171,0.343848912667552,0.299996183371588,0.0000015,0.94003071098538,5.97613785960576E-06,0.25,0.3,1.07777856876122,-24.2093804042885,10.6147365541369,-3.01494696107419,19.247615143175,26820851.9864072,1821.60540248664,1167.4568426609,7823,302,ok,
GE,Period2,best1bin,1.33984391205879E-06,0.988310610816615,6.71351082753856E-06,0.343648277420218,0.312123021664038,0.299999699794439,0.0000015,0.962934567840555,0.00001,0.25,0.3,1.09191244279299,-26.7863716305418,15.1619886813865,,,97287961.6323392,-5394.52165579199,5073.97445607185,32522,1675,ok,
GE,Period3,best1bin,1.31627480443937E-06,0.982152669002899,3.01415434166366E-06,0.336264314107435,0.437389511409674,0.29999834384047,0.0000015,0.955402782264545,0.00001,0.25,0.3,1.1265021699374,-25.0551357226258,13.3387656736029,,,40937941.71609,-1933.4228476823,1846.65949678421,15975,838,ok,
GPC,Period1,best1bin,1.09507256336352E-06,0.987538167195755,9.51791085624944E-06,0.380054369404217,0.301176941370958,0.299988278949388,0.0000015,0.787645376098564,0.00001,0.25,0.3,1.10017294343978,-14.0522624448848,2.28702835043186,-3.48155254188048,13.1931884167887,167063.828078833,2300.25731314531,74.9215784072876,194,119,ok,
GPC,Period2,best1bin,1.08029637174112E-06,0.984754974166923,9.45634962810598E-06,0.467549688819943,0.488552561387334,0.299999877697848,0.0000015,0.900588811616798,0.00001,0.25,0.3,1.19458305529203,-14.0130162623836,12.9900866244721,,,163817.475245635,-889.026741426915,440.650750875473,1637,616,ok,
GPC,Period3,best1bin,1.33843722877452E-06,0.989079439027699,9.41140838851281E-06,0.276060340706599,0.466513638981458,0.299998392717854,0.000001,0.98033918957201,0.00001,0.25,0.3,1.12788404717173,-14.0352349455499,8.55312141901148,,,165647.526043494,-572.902512805107,160.575508356094,677,216,ok,
GS,Period1,best1bin,1.35690013872066E-06,0.989145374053052,7.66702757161124E-06,0.402503383326067,0.305216322679221,0.299996224156135,0.0000015,0.879740998770251,0.00001,0.25,0.3,1.11066401233223,-22.4845268492121,14.3066881602863,-5.4141824359228,16.1093095144787,11322058.0936402,6045.63146292525,1588.07367086411,11594,267,ok,
GS,Period2,best1bin,1.15563486332386E-06,0.98055227198187,7.93426120153715E-06,0.262338272452518,0.307821216050524,0.299998660183704,0.0000015,0.947520332415437,2.35725115489812E-06,0.25,0.3,1.0606875262759,-23.0312148041682,19.0302408625842,,,14881172.809174,-884.457769196997,4598.61854124069,33266,1803,ok,
GS,Period3,best1bin,1.38694544107919E-06,0.987422944665465,8.04426431923683E-06,0.419974298044829,0.548290743283776,0.299999988525778,0.0000015,0.80748058464939,0.00001,0.25,0.3,1.20499179329462,-20.0319404917136,19.2044970225261,-3.08180256508654,25.7325660148593,3321643.49113331,1883.52685025833,2217.64112496376,18907,900,ok,
GWW,Period1,best1bin,1.1999113925575E-06,0.989997992380045,9.96243439055036E-06,0.254286116776632,0.561896830614604,0.25420087994892,0.0000015,0.901245254357837,0.00001,0.25,0.3,1.16639851785626,,,-1.1938993562481,19.3027030569784,-1333.82627766272,732.856328663971,179.290940523148,853,225,ok,
GWW,Period2,best1bin,1.22465618408054E-06,0.987818195292556,8.82106806866797E-06,0.255505372114548,0.425544044249488,0.299987350420048,0.0000015,0.5,0.00001,0.25,0.3,1.10551142726159,-15.7337229729393,14.4652887457432,-6.64375629280898,20.8066987507887,387263.835988944,11179.9597486671,486.255650043488,3102,717,ok,
GWW,Period3,best1bin,1.20839498432073E-06,0.989530009485326,9.88546542412172E-06,0.271697727112405,0.320451674247326,0.299983783453137,0.0000015,0.5,0.00001,0.25,0.3,1.07502491609133,-14.6427809668003,3.97514454296156,-5.87950229798645,12.1441755376863,224446.013621617,7629.29826084514,101.365957975388,306,149,ok,
HAS,Period1,best1bin,1.0495209510046E-06,0.989859900846208,9.73358797226284E-06,0.272533396312933,0.320765830550333,0.299998946367157,0.0000015,0.907503910321345,0.00001,0.25,0.3,1.07563367070468,-13.2245644745992,9.38589951625157,-2.21219316703515,17.3639479663942,110446.027013907,1219.37850222098,194.848545789719,680,193,ok,
HAS,Period2,best1bin,1.48208247579872E-06,0.988523875011159,6.42683779240131E-06,0.326061069454049,0.310302539975208,0.299997577608509,0.000001,0.5,0.00001,0.25,0.3,1.08617813402736,-17.3910143706931,13.6131719212061,-6.59464591891667,22.0232059421984,886917.445478616,10908.7768462575,545.879331827164,3644,871,ok,
HAS,Period3,best1bin,1.34874031922585E-06,0.987336533525443,9.99997934014876E-06,0.494596174373711,0.455076432672477,0.299994598564335,0.0000015,0.971222151505912,0.00001,0.25,0.3,1.19438409475967,-17.1269469432949,10.1379647040324,,,777215.913458855,-536.501922835389,266.738391876221,1725,356,ok,
HBAN,Period1,best1bin,1.26104887319221E-06,0.98988321666731,9.60647471722715E-06,0.281839987282683,0.314935625925428,0.299998330657454,0.0000015,0.863195832756392,0.00001,0.25,0.3,1.0763303441054,-17.1540611044012,6.41679154514613,-8.18941005337911,11.5098123190488,787824.440047717,24214.4544870463,241.486129760742,824,197,ok,
HBAN,Period2,best1bin,1.17695463150591E-06,0.980425037127572,5.60225068990475E-06,0.300298075983911,0.312053227779274,0.299992187942056,0.000001,0.989027853041575,8.74308676971286E-06,0.25,0.3,1.07181593796065,-20.7290215159435,10.2282937406911,,,4706762.00874574,-1891.53497454848,588.05453824997,3610,652,ok,
HBAN,Period3,best1bin,1.40298137086259E-06,0.989321235513802,8.06885520300732E-06,0.443466097417161,0.316102724521894,0.299999808547638,0.000001,0.96644616114569,0.00001,0.25,0.3,1.12930935492194,-19.0846748278197,8.92733185050937,,,2068506.51377107,-270.454621512193,346.211406469345,2003,304,ok,
HD,Period1,best1bin,0.0000015,0.938166443461212,0.00001,0.25,0.3,0.1,0.0000015,0.938166443461212,0.00001,0.25,0.3,1.01619696699946,,,,,,,19139.4292860031,5290,308,ok,
HD,Period2,best1bin,1.36033526113502E-06,0.98715933904756,8.05180273743682E-06,0.254605389580411,0.347606742704818,0.299995731076852,0.0000015,0.950099083940909,1.6251623402496E-06,0.25,0.3,1.07709698389363,-22.69777014165,18.4135723725495,,,12595939.6605424,-1326.61733154272,2998.02657604218,27509,1776,ok,
HD,Period3,best1bin,1.3012058207737E-06,0.98426993701536,9.10650578835121E-06,0.252029471206637,0.570672114860656,0.299999871930578,0.0000015,0.850915639203673,0.00001,0.25,0.3,1.16532091117987,-20.9593092817865,18.4757027995948,,,5281151.08736855,-315.891252815897,3583.43715763092,19673,903,ok,
HIG,Period1,best1bin,1.23522157704403E-06,0.98994783517791,9.98575223280397E-06,0.39969634940994,0.317094949560993,0.29999912259578,0.0000015,0.857672866875874,0.00001,0.25,0.3,1.11368895803244,-18.1398778329925,11.6756824619039,-8.30068076212248,13.8617120706937,1289724.15030199,25599.8144158685,626.749933719635,2873,297,ok,
HIG,Period2,best1bin,1.1971105372609E-06,0.985732868536401,8.38005017938912E-06,0.288577087473823,0.387600921601999,0.299995679952092,0.0000015,0.975307646167402,1.74270190217816E-06,0.25,0.3,1.09780713152459,-20.5933257646019,13.8207145100203,,,4398010.69684662,-1781.91806934336,947.235443353653,7207,1070,ok,
HIG,Period3,best1bin,1.450670116915E-06,0.989769371770818,9.68969112082164E-06,0.304753359020905,0.350983286840786,0.299995642177655,0.0000015,0.57691790023894,0.00001,0.25,0.3,1.09348401308281,-15.4293111244501,9.54035375166588,-7.07853024714845,16.304392958672,332586.601972464,13894.732960086,220.203871965408,1090,364,ok,
HON,Period1,best1bin,1.26724275253027E-06,0.98778847639115,8.69188565666976E-06,0.300727280337327,0.308886859373523,0.299973761373312,0.0000015,0.907179787937454,0.00001,0.25,0.3,1.07776345419625,-20.3219180338636,10.5978605526612,-2.68517385095286,19.7342599339223,3839908.19579008,1544.70298089731,508.552299499512,3583,310,ok,
HON,Period2,best1bin,1.48624565353151E-06,0.988882547572123,8.34616257903399E-06,0.271856651024042,0.303474304815014,0.299998160825181,0.0000015,0.912846544171939,6.57685479194658E-06,0.25,0.3,1.06952858089607,-22.9949561867885,13.5451008089596,,,14613818.2330893,-2675.48582108254,1515.97664213181,11026,1083,ok,
HON,Period3,best1bin,1.10839096586817E-06,0.986628245636525,9.440950746953E-06,0.254927498310543,0.305711015955316,0.2999939367849,0.0000015,0.808054458616123,0.00001,0.25,0.3,1.06389968974968,-18.7396879777827,14.362669726566,-1.09937506957759,26.7163042645423,1740780.24768544,699.025718469055,716.777844667435,5544,762,ok,
HPE,Period1,,,,,,,,,,,,,,,,,,,,,,,failed,division by zero
HPE,Period2,best1bin,1.01720779597303E-06,0.989502660543803,3.25330580786418E-06,0.424461833638028,0.300941290860209,0.299985222637634,0.0000015,0.972104988572984,9.98216610615719E-06,0.25,0.3,1.11796646818894,-20.8454890092605,8.84852223151186,,,4988992.30590577,-2059.15473032582,493.614995241165,2804,696,ok,
HPE,Period3,best1bin,1.28795936768109E-06,0.984124431314744,8.58438720529143E-06,0.357988734436413,0.313339818364518,0.299999545630643,0.0000015,0.900143625621853,0.00001,0.25,0.3,1.09308676331845,-16.9879177195113,11.9676298335389,-0.224859455362308,24.5755288026176,725023.146660639,451.434245991581,400.250957965851,2419,461,ok,
IBM,Period1,best1bin,1.11898302109213E-06,0.986879354885609,6.80128585524551E-06,0.452987512917213,0.462195119023191,0.299993700488088,0.0000015,0.851576040103299,0.00001,0.25,0.3,1.18014951427975,-21.9764738185903,11.7753575732478,-3.25907948345464,18.2644124669469,8782194.7798186,2058.10254309058,689.411667346954,6313,267,ok,
IBM,Period2,best1bin,1.23756273711962E-06,0.982963571541339,9.19677377818317E-06,0.256081104439908,0.494917352561475,0.299989793805434,0.0000015,0.833702532159148,0.00001,0.25,0.3,1.12992836099509,-23.7876501251691,17.9861210570554,,,21721759.5987963,-4862.43380899521,3690.3616373539,31406,1887,ok,
IBM,Period3,best1bin,1.24253680070089E-06,0.975968996822979,7.08748425890286E-06,0.26128058862319,0.360372522666226,0.299997888106364,0.0000015,0.792203300043551,0.00001,0.25,0.3,1.07268419578902,-23.4333356062359,15.1046359723245,-0.0658864925841574,28.7217559852654,18195189.4853457,416.94038347565,1549.0656273365,16442,896,ok,
INTC,Period1,best1bin,1.42405633193614E-06,0.980394414613037,9.23975305540977E-06,0.388852296623537,0.416232766904999,0.299999223845419,0.0000015,0.916730139841211,0.00001,0.25,0.3,1.1338558255469,-22.404053387498,10.7797087448713,-2.52387701115526,18.8632454327809,10875538.9654138,1425.01626343951,773.662256479263,5635,261,ok,
INTC,Period2,best1bin,1.31178813447717E-06,0.972853682893993,8.2624762166327E-06,0.282478999050593,0.335929181291605,0.299999084486057,0.0000015,0.978507583462216,1.7810127274513E-06,0.25,0.3,1.06728022943286,-25.1484242222504,17.6284254388407,,,42892695.9198967,-4166.12662851096,4878.46596670151,38383,1742,ok,
INTC,Period3,best1bin,1.11226550409897E-06,0.977086499271185,9.00102033454758E-06,0.263440910629027,0.346326793965724,0.299987262282691,0.0000015,0.716837827179411,0.00001,0.25,0.3,1.06959870453919,-22.6255065262477,18.8170526224498,-5.66763777615135,22.9708444777819,12148949.5001985,6862.44374322535,3255.23213720322,29393,874,ok,
ITW,Period1,best1bin,1.23448844976708E-06,0.988517446905537,8.84767514528272E-06,0.421549358268993,0.335668475871209,0.299996783498218,0.000001,0.99,6.76279526135745E-06,0.25,0.3,1.12585253477849,-18.1235479404789,8.4989019562638,,,1279236.49576088,-649.912841588877,280.399552106857,1517,295,ok,
ITW,Period2,best1bin,1.38267258790864E-06,0.973042570362387,9.96345980259649E-06,0.2811986600768,0.386386299819737,0.299996645450619,0.0000015,0.790605810392549,0.00001,0.25,0.3,1.08405668807309,-17.3965773471379,14.4480485265977,2.55046418225607,31.0077479970075,889387.829987472,112.704337661489,635.355302810669,4311,848,ok,
ITW,Period3,best1bin,1.45634331844878E-06,0.989161103908073,8.70193884127456E-06,0.414554978425975,0.320071536040168,0.299997040808286,0.0000015,0.5,0.00001,0.25,0.3,1.11925926749943,-14.659661327058,8.86853414724199,-5.44016609239134,17.5335076132699,226348.39533469,6124.68769900636,180.125779867172,817,340,ok,
JNJ,Period1,best1bin,1.25565762733704E-06,0.983845251053112,8.39148516834154E-06,0.300515745899124,0.315892938517355,0.299997004786852,0.0000015,0.941369104385454,0.00001,0.25,0.3,1.07612710226543,-22.1936227897422,8.28132100677663,,,9789406.55175524,-91.1001850308075,527.539041996002,3278,266,ok,
JNJ,Period2,best1bin,1.12699291135366E-06,0.956073188486215,7.97096584876195E-06,0.257681299789904,0.513646364910801,0.299996102576284,0.0000015,0.878201374249068,0.00001,0.25,0.3,1.11548562619807,-24.2731985546268,15.7889596429998,,,27690481.3163665,-5944.5144294114,2384.44929742813,22302,1722,ok,
JNJ,Period3,best1bin,1.05417518629088E-06,0.983024362679342,8.12422625321072E-06,0.451383030864879,0.314259300938215,0.299992873707383,0.0000015,0.766685023411781,0.00001,0.25,0.3,1.12642906854679,-22.1596126680672,15.3755460248606,,,9624344.52031445,-643.85808274765,1410.88284444809,13454,898,ok,
JPM,Period1,best1bin,1.35227627154246E-06,0.982459486800257,8.86178754088332E-06,0.334676467761273,0.301168747558027,0.299998468274425,0.0000015,0.88141197071481,0.00001,0.25,0.3,1.08071161549371,-24.0017211068414,11.6052782065563,-4.5436124557751,17.9144066710818,24175748.3273623,3912.00859362831,1334.07702493668,9149,312,ok,
JPM,Period2,best1bin,1.03142305607841E-06,0.977250175317839,9.73556465244939E-06,0.254076352614226,0.594609429616186,0.299999743121652,0.0000015,0.962359936078329,1.64700213938656E-06,0.25,0.3,1.17180760878261,-24.8532906859938,18.4505048439367,,,37008025.1485556,-2312.74974423927,5250.10197353363,42649,1823,ok,
JPM,Period3,best1bin,1.17424920438877E-06,0.98964668107145,9.75410333861234E-06,0.257932161582069,0.517955559345716,0.299993021910726,0.0000015,0.85672790310712,0.00001,0.25,0.3,1.14638890211297,-22.0950775449644,18.725134899278,0.410760819097156,29.2117812289104,9318747.34403583,328.527185329852,2786.79804730415,25953,898,ok,
L,Period1,best1bin,1.02488840872711E-06,0.988743823747071,9.59318478010283E-06,0.451804852200748,0.330649376206297,0.299999724627827,0.000001,0.5,0.00001,0.25,0.3,1.13625304556195,-16.9979303654429,-5.41048979776137,-0.661417883551533,3.58688332306173,728661.947596847,561.554562256665,24.4619681835175,75,15,ok,
L,Period2,,,,,,,,,,,,,,,,,,,,,,,failed,division by zero
L,Period3,,,,,,,,,,,,,,,,,,,,,,,failed,division by zero
LEN,Period1,,,,,,,,,,,,,,,,,,,,,,,failed,division by zero
LEN,Period2,,,,,,,,,,,,,,,,,,,,,,,failed,division by zero
LEN,Period3,,,,,,,,,,,,,,,,,,,,,,,failed,division by zero
LH,Period1,best1bin,1.39298915929658E-06,0.987412235272654,8.23780302020379E-06,0.256831595829995,0.303157452948792,0.299996178714861,0.000001,0.99,7.38270450915429E-06,0.25,0.3,1.06435418556556,-15.4527359008209,6.87798772036715,,,336504.88680409,-503.09396116119,139.584880590439,643,216,ok,
LH,Period2,best1bin,1.47258520660401E-06,0.986633448915972,7.2128818348751E-06,0.428421707609444,0.373945159048909,0.299996357190343,0.0000015,0.922240705060088,0.00001,0.25,0.3,1.13878255347592,-16.0144052798307,10.6277814846451,,,445611.439732701,-856.626513147669,272.168469429016,1523,487,ok,
LH,Period3,best1bin,1.12838295548407E-06,0.988881118366024,8.55058089128091E-06,0.252594840545045,0.302528912920306,0.299997526291218,0.000001,0.95359359267599,0.00001,0.25,0.3,1.06452513495828,-15.7461654152921,7.97413051626464,,,389680.599782523,-324.05897711587,179.359525203705,849,222,ok,
LLY,Period1,best1bin,1.47798492126555E-06,0.987041258685939,9.4136455792401E-06,0.424203891202376,0.311189079427441,0.299992875791605,0.0000015,0.658248510013324,0.00001,0.25,0.3,1.11849811394801,-19.7188113071745,8.9823363166414,-5.93695350533254,15.5414254505848,2840258.57516822,7851.63251356313,384.491404056549,2299,265,ok,
LLY,Period2,best1bin,1.26970236981749E-06,0.983866061319471,8.81113210469755E-06,0.493269378495129,0.33817098961051,0.299999859047129,0.0000015,0.906662321453316,0.00001,0.25,0.3,1.15137601359011,-20.8710009791554,16.0571855900105,,,5053039.44035326,-4065.78837129112,1542.50549960136,11916,1364,ok,
LLY,Period3,best1bin,1.18392832110259E-06,0.986511263914413,8.11840849851324E-06,0.26847344411914,0.30462492422023,0.299996199103716,0.0000015,0.699142287212496,0.00001,0.25,0.3,1.06680776550918,-18.0558145591827,16.4829238747605,-5.11820827928044,23.071400045412,1236638.3889691,5214.0080564015,1061.75661945343,7389,811,ok,
LOW,Period1,best1bin,1.20485089904251E-06,0.989984623811743,9.98306016658173E-06,0.268518272801388,0.332658341607744,0.299992394495931,0.0000015,0.99,0.00001,0.25,0.3,1.07834743499219,-18.7856260533239,11.5876193220094,,,1781227.02854754,-513.793603753202,536.954152345657,3212,259,ok,
LOW,Period2,best1bin,1.42168196162193E-06,0.981939363052847,9.39907249134503E-06,0.250985214896889,0.431160084878231,0.299984581894374,0.0000015,0.99,1.28631445158128E-06,0.25,0.3,1.10140705903496,-21.6823104304458,16.4315950386581,,,7580996.51413914,-3480.3443594977,1586.74807691574,15105,1257,ok,
LOW,Period3,best1bin,1.07741178800093E-06,0.989662377043729,7.4927519824584E-06,0.276602116302937,0.432901544601836,0.299996718397407,0.0000015,0.793354124901784,0.00001,0.25,0.3,1.11505340618962,-20.5848036572293,15.4598932980735,-2.77638573179684,25.8138481288864,4379310.40691853,1616.78172995443,1296.59819173813,9986,867,ok,
LUV,Period1,best1bin,1.08596632613996E-06,0.989943117333423,9.32429847566541E-06,0.258566624079429,0.303382021592584,0.299994696037684,0.0000015,0.96285990213569,0.00001,0.25,0.3,1.06718542238796,-17.5235502451446,9.56435176692817,0.196339564347618,22.27737521845,947682.796666075,365.706177701911,325.805136203766,1665,293,ok,
LUV,Period2,best1bin,1.17591933641289E-06,0.985910732824852,6.02407294709517E-06,0.409303606086981,0.356257577949135,0.299999936487221,0.000001,0.99,3.27954118366221E-07,0.25,0.3,1.12537499391932,-21.4102821579005,15.1906220303781,-2.97486428847631,28.7340611869353,6616923.41499431,1785.46139291452,1378.29601955414,11161,1458,ok,
LUV,Period3,best1bin,1.32600504732497E-06,0.986394341150729,8.29380318278605E-06,0.445531067698317,0.593107447254688,0.299998699942397,0.0000015,0.795038647346215,0.00001,0.25,0.3,1.23419940552493,-19.9372330327973,17.1807429199028,-4.73497932842544,23.506194691191,3168017.3748872,4304.81595377983,1514.40702176094,12377,818,ok,
MA,Period1,best1bin,1.26543773560319E-06,0.989180419446527,9.7402916562384E-06,0.472110205836737,0.436907118035038,0.299998174025539,0.0000015,0.913638092401603,0.00001,0.25,0.3,1.17993804013506,-20.6420626865439,13.2310484169411,-3.31422709179367,17.5193969502352,4506499.93823099,2115.6419034801,823.019932508469,6468,238,ok,
MA,Period2,best1bin,1.23556847627489E-06,0.97133269925856,9.16258788121061E-06,0.41410184479496,0.316822058016734,0.299984944176413,0.0000015,0.950960256868023,1.89235192784075E-06,0.25,0.3,1.10242630912136,-20.8119324978145,19.4868902101525,,,4905984.03151925,-292.504528311413,2769.57630181313,23383,1680,ok,
MA,Period3,best1bin,1.35316389284643E-06,0.98392057785584,7.51957387373246E-06,0.371521380840093,0.313954669143874,0.299995341459145,0.0000015,0.827700973322231,0.00001,0.25,0.3,1.09758615802365,-19.8326656541855,18.441183096327,-0.619649017554774,28.1478704677042,3006637.27280128,549.948429220898,3617.60093140602,15596,893,ok,
MAR,Period1,best1bin,1.34207914191957E-06,0.989663469530835,9.68940577457148E-06,0.369098717259979,0.333729799119848,0.299997146288049,0.0000015,0.921092734318544,0.00001,0.25,0.3,1.10771983142085,-15.0683582537623,11.6000237245261,-3.38013626793284,17.8674450030177,277667.359279344,2186.5235336742,332.378489732742,1531,255,ok,
MAR,Period2,best1bin,1.219909862226E-06,0.971274705252774,9.13333482047557E-06,0.391056361574657,0.316235738435794,0.299997748985843,0.0000015,0.981956438426824,1.32333212887504E-06,0.25,0.3,1.09375713636109,-19.5552473929047,13.4164496100598,,,2617221.18494469,-1494.745413789,638.577014684677,5401,988,ok,
MAR,Period3,best1bin,1.32443539462325E-06,0.989798441020398,9.007064223272E-06,0.312874800592415,0.501791226797544,0.299999585739553,0.0000015,0.884054985228822,0.00001,0.25,0.3,1.15299003901422,-18.031542577223,15.4426432160724,-2.24054190323492,25.4236343650716,1221721.25681122,1236.78549710146,988.926347017288,5972,743,ok,
