S0
601.69924338
599.08914906
601.771746
599.2341543000001
604.16433246
618.0848355
625.44385143
615.51099249
608.58699228
610.76207088
603.51180888
586.50994449
587.45247855
573.1332111
520.89507339
493.48908303
315.60300816
285.33222102
305.14847638
289.4120383
357.93111244000005
390.64250456
364.2694
348.56938886
415.4492507
420.84043782000003
390.46036986
388.71187674
409.94878276000003
391.11605478
429.18220708
387.946911
439.52745804
444.00797166
463.09568822
449.94556288
442.55089406
480.26463144
505.2814666499999
521.9471474999999
542.9349170099999
499.89716975999994
470.48499014999993
495.86810405999995
506.63669783999995
495.61170897
500.92275011999993
490.52043503999994
496.96694016
496.63728933
499.12798449
510.5192520599999
505.9773961799999
520.26226548
554.9488583699999
559.74710934
561.72501432
557.51280927
563.3000127299999
558.06222732
560.07676017
565.75408002
561.5785028399999
576.1563951
585.9360363899999
591.21044967
580.1854608
585.20347899
585.7528970399999
582.2732493899999
579.2697640499999
583.04243466
587.40115119
584.98371177
584.9470838999999
584.1412707599999
593.3715679000001
608.23344722
590.53898199
579.7604408
584.9473838299999
597.23418505
599.03673972
608.30702088
604.22368275
589.80324539
579.24542518
576.52319976
578.36254126
594.03373084
606.28374523
613.82504538
654.58485302
653.03980616
649.83935195
648.8461075399999
638.58258197
646.3446031
654.84236083
611.80176973
597.9699216500001
645.9767347999999
684.38218532
678.82737399
677.8709164100001
686.11116633
684.08789068
702.40773202
629.2284119999999
651.12585615
662.6100131999999
672.3955489499999
670.2907356
669.36757185
661.0590981
656.9233245
650.90429685
659.3604768
625.35112425
655.1508501
651.19970925
640.41715665
639.4570663499999
637.46303265
651.9751668
650.1288393
653.6368615499999
646.99008255
648.5779241999999
654.7077315
645.29146125
633.8811572999999
629.48689785
635.0628068999999
646.4731108499999
640.71256905
684.87672285
682.2549377999999
711.57521386
715.87476198
704.71817591
722.5094095100001
731.03437561
728.95873169
742.82106787
740.07825269
743.7476946200001
742.1909616800001
739.37401636
756.64633898
750.3452770800001
746.60170501
751.3089689
761.24240766
763.13272623
752.19853058
764.8006543800001
767.6917298400001
774.9935486300001
781.0351550400001
777.95875423
800.9761627
796.2688988100001
785.2976380900001
773.14029513
775.4383294700001
778.7741857700001
754.71600128
752.149952
731.6587468800001
726.71259392
724.89032704
738.12965376
753.41438208
761.7075558399999
761.78193408
762.3397708800001
765.94711552
745.0840192
758.43491328
759.62496512
759.36464128
766.02149376
749.76984832
726.82416128
725.2250291199999
731.17528832
745.6046668800001
716.59715328
705.40322816
708.0436556799999
708.56430336
718.08471808
713.6220546
696.29496756
681.05908068
693.49425306
701.00016792
695.4734246400001
648.75750678
670.304337
682.32873792
688.3035955199999
700.44002502
701.82171084
702.38185374
725.23568406
732.25614174
718.14054066
710.4479115
717.89834046
720.14904066
689.0893778999999
667.48265598
672.35917308
671.42138133
683.4626274
705.55700103
723.975231
733.05305514
722.66232255
711.25877487
683.3876040600001
674.6473849500001
658.7424368700001
670.0709612100001
616.42927311
621.98100027
627.08258739
610.65247593
606.90130893
546.6979890900001
549.6013441599999
559.5557044000001
566.68212139
533.35009695
528.52374047
545.07663496
544.02086948
543.90775175
533.5009205900001
533.46321468
521.0202643800001
524.6400317399999
446.58879804
463.59416345
437.95414465000005
437.57708555
438.70826285
401.62372536
405.22930596
404.43228288
385.98689160000004
391.869681
405.38111988
427.12846392000006
433.54260204
439.27357752
439.1217636
433.88418336
445.7636226
385.37963592000006
393.12214584000003
389.17498392000005
388.90930956
375.70149852
331.20655853999995
323.16198564
319.71431154
309.40959673
302.55255602
292.93737603
296.23182017
283.82019341
276.38854035
283.28388855000003
290.90707906
302.20778861
303.7783957
310.94189633
326.91611966
312.9721933
308.3752945
307.2260698
315.19402772
289.30641750000007
288.6874975
283.4266775
283.5040425
286.01840500000003
343.11377500000003
339.63235000000003
322.61205
332.01189750000003
342.2240775
338.9747475
331.89585
345.27999500000004
344.89317
355.646905
348.91615
344.97053500000004
303.35047163
307.05986728
311.08163309
298.89919685
294.68219969
289.91855475
311.00354055
316.04050938
313.5415481
311.70637341
312.37016
308.81694943
307.48937625
319.28134979
324.63068878
318.65660947
351.3103788
360.7349136
358.447788
352.45394159999995
349.29928559999996
343.857504
346.26292920000003
383.4090036
389.79718199999996
390.6647124
384.8285988
383.0146716
379.8994488
383.093538
370.8298128
366.8076264
360.53774760000005
352.8877068
353.7946704
