Variant,Split,Mean Loss,Correlation,95th Percentile,99th Percentile,Min Loss,Max Loss
no_dlayer,In-Sample,0.0004339046971626428,0.9182245202701756,0.00123640764504671,0.002713446661364293,2.833693361026235e-05,0.005392130929976702
no_dlayer,Out-of-Sample,0.0004114365086514194,0.9234684890339218,0.0011545705958269559,0.002287065968848769,2.8621734600164928e-05,0.003970164339989424
dlayer,In-Sample,0.00043506035019771823,0.9180016051657001,0.0013126770267263054,0.0025858727493323396,2.8868347726529464e-05,0.004563816823065281
dlayer,Out-of-Sample,0.00040753206443217406,0.9241930683689209,0.0012437770958058545,0.002282503480091691,3.7924968637526035e-05,0.003922502510249615
