S0,m,r,T,corp,omega,alpha,beta,theta,lambda,sigma,V
105.151317929379,0.883384214943537,0.05,0.533512955587029,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.151317929379,1.00691915353864,0.05,0.952266343433333,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.151317929379,1.00691915353864,0.05,0.952266343433333,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0.727558113543267
105.151317929379,1.18400692133437,0.05,0.729560844954618,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.151317929379,1.18400692133437,0.05,0.729560844954618,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,19.3485702864364
105.151317929379,1.14804965465088,0.05,0.624049235805304,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.151317929379,1.14804965465088,0.05,0.624049235805304,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,15.56761630553
105.151317929379,0.923173981049988,0.05,0.567452331374771,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,8.0783571438612
105.151317929379,0.923173981049988,0.05,0.567452331374771,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.151317929379,0.970288564207558,0.05,0.833125366445097,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,3.12419663114939
105.151317929379,0.970288564207558,0.05,0.833125366445097,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.151317929379,1.09160549691565,0.05,0.605115642094877,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.151317929379,1.09160549691565,0.05,0.605115642094877,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,9.63243873025606
105.151317929379,1.14550399422803,0.05,0.356415368704864,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.151317929379,1.14550399422803,0.05,0.356415368704864,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,15.2999367570665
105.151317929379,1.05765741442733,0.05,0.442673640671605,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.151317929379,1.05765741442733,0.05,0.442673640671605,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,6.06275311543459
105.216576996647,0.914421528664206,0.05,0.9622950098671,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,9.00427381855793
105.216576996647,0.914421528664206,0.05,0.9622950098671,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.216576996647,1.14355570691722,0.05,0.435440039477752,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.216576996647,1.14355570691722,0.05,0.435440039477752,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,15.1044400901634
105.216576996647,0.899404050975092,0.05,0.504977878945716,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,10.5843614161301
105.216576996647,0.899404050975092,0.05,0.504977878945716,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.216576996647,0.815424672352564,0.05,0.802090414472207,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,19.4203841730979
105.216576996647,0.815424672352564,0.05,0.802090414472207,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.216576996647,0.983221979289636,0.05,0.37751464626842,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,1.76532590792334
105.216576996647,0.983221979289636,0.05,0.37751464626842,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.216576996647,1.09140287663829,0.05,0.641452791133192,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.216576996647,1.09140287663829,0.05,0.641452791133192,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,9.61709780752773
105.216576996647,1.17779864114292,0.05,0.517688356873967,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.216576996647,1.17779864114292,0.05,0.517688356873967,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,18.7073644157136
105.216576996647,0.953909247806698,0.05,0.873737061931557,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,4.84951117698
105.216576996647,0.953909247806698,0.05,0.873737061931557,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.216576996647,1.01875566245814,0.05,0.818109119154345,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.216576996647,1.01875566245814,0.05,0.818109119154345,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,1.97340660315022
105.216576996647,0.963074811232114,0.05,0.149829436100674,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,3.88514196711196
105.216576996647,0.963074811232114,0.05,0.149829436100674,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.28814103303,0.900369449497976,0.05,0.141486238605351,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,10.4899154524555
105.28814103303,0.900369449497976,0.05,0.141486238605351,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.28814103303,0.949816047538945,0.05,0.955642875768925,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,5.28377506431441
105.28814103303,0.949816047538945,0.05,0.955642875768925,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.28814103303,0.846021826555912,0.05,0.648159885351533,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,16.2120756415895
105.28814103303,0.846021826555912,0.05,0.648159885351533,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.28814103303,1.13393685946626,0.05,0.194316493932883,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.28814103303,1.13393685946626,0.05,0.194316493932883,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,14.1019629490046
105.28814103303,1.19560460539024,0.05,0.594590254160253,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.28814103303,1.19560460539024,0.05,0.594590254160253,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,20.5948452790377
