ticker,period,strategy,alpha,beta,omega,gamma,lambda,sigma_eps,alpha_init,beta_init,omega_init,gamma_init,lambda_init,two_norm_error,aic,bic,aic_init,bic_init,loss,loss_init,calibration_time_sec,n_options,n_returns,mean_iv_mse,mean_iv_mae,status
AAPL,Period1,best1bin,1.10315408566029e-06,0.9815856127767342,8.149395913786707e-06,0.25173632137043683,0.39684349253670526,0.29998636067263595,1.5e-06,0.8888586569325905,1e-05,0.25,0.3,1.0882859221471883,-24.380453998411056,14.143204447982683,-4.012954434898873,17.532967448166268,29215998.15438721,3000.328967432846,892.323308467865,16395,268,320.9493825339745,3.5282699173744434,ok
