S0,m,r,T,corp,omega,alpha,beta,theta,lambda,sigma,V
102.539788225876,0.96680880188103,0.05,0.748292044097942,1,1.02919411267632e-07,1.28907238961758e-06,0.842684227670267,0.455506510125903,0.578873054044507,0.0001,3.40341842608231
102.539788225876,0.96680880188103,0.05,0.748292044097942,-1,1.02919411267632e-07,1.28907238961758e-06,0.842684227670267,0.455506510125903,0.578873054044507,0.0001,0
102.539788225876,0.974397960856802,0.05,0.123333608645102,1,1.02919411267632e-07,1.28907238961758e-06,0.842684227670267,0.455506510125903,0.578873054044507,0.0001,2.62522767189415
102.539788225876,0.974397960856802,0.05,0.123333608645102,-1,1.02919411267632e-07,1.28907238961758e-06,0.842684227670267,0.455506510125903,0.578873054044507,0.0001,0
102.539788225876,1.02031916102983,0.05,0.737333040356294,1,1.02919411267632e-07,1.28907238961758e-06,0.842684227670267,0.455506510125903,0.578873054044507,0.0001,0
102.539788225876,1.02031916102983,0.05,0.737333040356294,-1,1.02919411267632e-07,1.28907238961758e-06,0.842684227670267,0.455506510125903,0.578873054044507,0.0001,2.08352246892625
102.539788225876,1.18681193560547,0.05,0.59250902425815,1,1.02919411267632e-07,1.28907238961758e-06,0.842684227670267,0.455506510125903,0.578873054044507,0.0001,0
102.539788225876,1.18681193560547,0.05,0.59250902425815,-1,1.02919411267632e-07,1.28907238961758e-06,0.842684227670267,0.455506510125903,0.578873054044507,0.0001,19.1556563150509
102.539788225876,0.888797268435896,0.05,0.883659075559639,1,1.02919411267632e-07,1.28907238961758e-06,0.842684227670267,0.455506510125903,0.578873054044507,0.0001,11.4027045447222
102.539788225876,0.888797268435896,0.05,0.883659075559639,-1,1.02919411267632e-07,1.28907238961758e-06,0.842684227670267,0.455506510125903,0.578873054044507,0.0001,0
102.539788225876,1.1571440605744,0.05,0.39878182477106,1,1.02919411267632e-07,1.28907238961758e-06,0.842684227670267,0.455506510125903,0.578873054044507,0.0001,0
102.539788225876,1.1571440605744,0.05,0.39878182477106,-1,1.02919411267632e-07,1.28907238961758e-06,0.842684227670267,0.455506510125903,0.578873054044507,0.0001,16.1135186922532
102.539788225876,0.830523315749583,0.05,0.801926913016103,1,1.02919411267632e-07,1.28907238961758e-06,0.842684227670267,0.455506510125903,0.578873054044507,0.0001,17.3781033122614
102.539788225876,0.830523315749583,0.05,0.801926913016103,-1,1.02919411267632e-07,1.28907238961758e-06,0.842684227670267,0.455506510125903,0.578873054044507,0.0001,0
102.539788225876,1.14937176111673,0.05,0.971686596538839,1,1.02919411267632e-07,1.28907238961758e-06,0.842684227670267,0.455506510125903,0.578873054044507,0.0001,0
102.539788225876,1.14937176111673,0.05,0.971686596538839,-1,1.02919411267632e-07,1.28907238961758e-06,0.842684227670267,0.455506510125903,0.578873054044507,0.0001,15.3165487518352
102.539788225876,0.80414966155428,0.05,0.551687132933865,1,1.02919411267632e-07,1.28907238961758e-06,0.842684227670267,0.455506510125903,0.578873054044507,0.0001,20.0824522281902
102.539788225876,0.80414966155428,0.05,0.551687132933865,-1,1.02919411267632e-07,1.28907238961758e-06,0.842684227670267,0.455506510125903,0.578873054044507,0.0001,0
102.539788225876,1.1085282573067,0.05,0.118676754423461,1,1.02919411267632e-07,1.28907238961758e-06,0.842684227670267,0.455506510125903,0.578873054044507,0.0001,0
102.539788225876,1.1085282573067,0.05,0.118676754423461,-1,1.02919411267632e-07,1.28907238961758e-06,0.842684227670267,0.455506510125903,0.578873054044507,0.0001,11.1284645207522
102.593471928525,0.872107875550708,0.05,0.117527717338862,1,1.02919411267632e-07,1.28907238961758e-06,0.842684227670267,0.455506510125903,0.578873054044507,0.0001,13.1208970795679
102.593471928525,0.872107875550708,0.05,0.117527717338862,-1,1.02919411267632e-07,1.28907238961758e-06,0.842684227670267,0.455506510125903,0.578873054044507,0.0001,0
102.593471928525,0.861665136951869,0.05,0.766044726863864,1,1.02919411267632e-07,1.28907238961758e-06,0.842684227670267,0.455506510125903,0.578873054044507,0.0001,14.1922538888648
102.593471928525,0.861665136951869,0.05,0.766044726863864,-1,1.02919411267632e-07,1.28907238961758e-06,0.842684227670267,0.455506510125903,0.578873054044507,0.0001,0
