Variant,Split,Mean Loss,Correlation,95th Percentile,99th Percentile,Min Loss,Max Loss
no_dlayer,In-Sample,1.1816668922927472e-07,0.9999814329857417,3.4088746190263916e-07,7.134745908388147e-07,1.0398748528928081e-08,3.0361072731466265e-06
no_dlayer,Out-of-Sample,1.1059743393142348e-07,0.999981623168058,3.072613012022881e-07,5.8432347998405e-07,9.833524217128797e-09,1.1601175629039062e-06
dlayer,In-Sample,1.1103366035725733e-07,0.9999825489470482,3.288504359488797e-07,6.074896464269855e-07,9.804277389946492e-09,2.191743078583386e-06
dlayer,Out-of-Sample,1.0724932401991858e-07,0.9999821459102801,3.282681674932064e-07,6.510603139986409e-07,1.2567336504787363e-08,1.2275584140297724e-06
