Variant,Split,Mean Loss,Correlation,95th Percentile,99th Percentile,Min Loss,Max Loss
no_dlayer,In-Sample,7.387001703505756e-07,0.9998753566701188,1.7552211716065357e-06,3.848692767860484e-06,1.1428417678871483e-07,5.950990271230694e-06
no_dlayer,Out-of-Sample,8.608940484986398e-07,0.9998505806226793,2.2770407554162363e-06,7.334066754083375e-06,1.2165236284999992e-07,1.2561382391140796e-05
dlayer,In-Sample,2.447852087896442e-06,0.9995867236049135,6.362543899740557e-06,1.6099989697977407e-05,3.12021370518778e-07,5.232030162005685e-05
dlayer,Out-of-Sample,2.5106832753433032e-06,0.9995599344064213,6.534654676215722e-06,1.7472840663685936e-05,3.6803484704250877e-07,2.57362025877228e-05
