Variant,Split,Mean Loss,Correlation,95th Percentile,99th Percentile,Min Loss,Max Loss
no_dlayer,In-Sample,2.3135151360159893e-07,0.9999419220178666,4.980518440333976e-07,5.729351477157249e-07,6.351701387075082e-08,7.444307357218349e-07
no_dlayer,Out-of-Sample,2.5504119083308296e-07,0.9999389182537787,5.41561055911188e-07,1.1336819045482112e-06,7.462084283815784e-08,1.1584781987039605e-06
dlayer,In-Sample,1.863390709792835e-07,0.9999532619804345,3.691719797416226e-07,4.771207463249993e-07,5.628806576396528e-08,7.407845146190084e-07
dlayer,Out-of-Sample,1.8003850089777353e-07,0.9999569981670385,3.3648988164713953e-07,4.2820650065777916e-07,4.8385196294020716e-08,5.6041608331725e-07
