Variant,Split,Mean Loss,Correlation,95th Percentile,99th Percentile,Min Loss,Max Loss
no_dlayer,In-Sample,8.688645477624627e-08,0.9999778484760654,1.720326530119109e-07,2.1590363928680746e-07,1.3431955991904942e-08,4.210555744066369e-07
no_dlayer,Out-of-Sample,1.0166323082102683e-07,0.9999763948340897,1.9254522314326995e-07,2.8877487352474385e-07,6.177616196367808e-09,3.1030521085995133e-07
dlayer,In-Sample,6.936211764951849e-08,0.9999823164147985,1.3342782523295682e-07,1.7524180108807742e-07,7.596291595746152e-09,1.9477461421502085e-07
dlayer,Out-of-Sample,7.741071580889626e-08,0.9999820709297249,1.4661950515915114e-07,1.9831662797287183e-07,4.215598981005542e-09,2.178461215862626e-07
