Variant,Split,Mean Loss,Correlation,95th Percentile,99th Percentile,Min Loss,Max Loss
no_dlayer,In-Sample,5.803124700720728e-07,0.9999053399032342,1.5184165476966886e-06,3.029033241546144e-06,7.438076465859922e-08,8.60374257172225e-06
no_dlayer,Out-of-Sample,6.48926575651952e-07,0.9998998684689016,1.8081630855704108e-06,3.883311769641288e-06,7.403792068316761e-08,7.226367415569257e-06
dlayer,In-Sample,5.728592332258602e-07,0.9999066741458653,1.546349386671864e-06,3.037748747374283e-06,7.027955462035607e-08,4.4421726670407224e-06
dlayer,Out-of-Sample,6.075404274426825e-07,0.9999060973704378,1.6790989207038345e-06,3.546671755429997e-06,7.366446652667946e-08,7.206097961898195e-06
