Row,True_mean,Calib_mean,Init_mean
30,0.00163144605047512,0.00151600408264888,0.00161364763150936
60,0.000811079562773648,0.00085715864886461,0.000812667556726747
120,0.000414491315546124,0.000391835149661294,0.000412421017883213
252,0.000208412427291795,0.000167683675808554,0.000198654458108755
512,9.80043721006334e-05,8.91954661459904e-05,9.74558243833487e-05
1024,4.90062537729053e-05,5.23637769634121e-05,5.21214838133617e-05
