Row,True_variance,Calib_variance,Init_variance
30,1.12506013531282e-05,9.8998967923073e-05,1.33592691817148e-06
60,1.14301946676066e-05,9.91350866143901e-05,1.24982534074978e-06
120,1.14763063195137e-05,0.000101729221788761,1.24334790500005e-06
252,1.15326927229944e-05,0.000101408078204286,1.23976618982209e-06
512,1.16150749229108e-05,0.00010176820760205,1.24835853255833e-06
1024,1.16209092457098e-05,0.000101836316116264,1.25076007263695e-06
