Row,True_kurtosis,Calib_kurtosis,Init_kurtosis
30,3.28636188475995,3.15238539431244,7.84651773992496
60,3.26687334083222,3.08680598770843,7.89249455255672
120,3.24721358455713,2.99927274187985,7.6235458598119
252,3.21408745345227,3.01775926400373,8.04481474155813
512,3.2198425414291,3.00435699534737,7.94040442252369
1024,3.22109540680358,3.00970135131833,8.03065668541939
