Row,True_mean,Calib_mean,Init_mean
30,0.00159437614041916,0.0016589328024362,0.00161385476936719
60,0.000836075464839288,0.000853827181079138,0.000823644509457384
120,0.000416539064685993,0.000447655851469549,0.000415119566672705
252,0.000211421721614869,0.000231567419037125,0.000200270902573535
512,0.000103186815381914,8.98911117448387e-05,9.93120220515931e-05
1024,4.5222415680993e-05,3.95334977769864e-05,4.92010773624584e-05
