Row,True_kurtosis,Calib_kurtosis,Init_kurtosis
30,3.32312781241163,3.14731433927714,7.54186139741887
60,3.32319961179035,3.12693326471872,8.11357820083802
120,3.22553673569368,3.10912201979866,8.10420444230656
252,3.21164284564903,3.07404702250546,8.03374814885196
512,3.2411913704154,3.10111962867087,8.16432869925377
1024,3.22094487636718,3.09785023139683,8.12446667366187
