Row,True_mean,Calib_mean,Init_mean
30,0.00162041670809839,0.00164571361303824,0.00161155189126619
60,0.00083102946408652,0.000774586884612899,0.000825080366544709
120,0.000405858340371474,0.000448862379925833,0.000411640251705823
252,0.000188368779206433,0.000204031309562662,0.000200474265978073
512,9.72886207993676e-05,7.83406219707644e-05,9.83925253803584e-05
1024,4.68407630194928e-05,4.31814341313817e-05,4.87664368095872e-05
