Row,True_kurtosis,Calib_kurtosis,Init_kurtosis
30,3.29447019926923,3.11804215090493,7.50351759403641
60,3.2647342333521,3.03571053864141,8.24364026370426
120,3.2520904811892,3.04365979255274,8.22580946560064
252,3.25105291460215,3.02342624098322,7.8834522860996
512,3.22700871466057,3.01793517437402,8.17675022331148
1024,3.21717742900923,3.01233362220002,8.03277387616201
