Row,True_mean,Calib_mean,Init_mean
30,0.00157085163053226,0.00162579527263653,0.00161750599708107
60,0.000845162061178423,0.000843956798933065,0.000823050649745396
120,0.000408272197708899,0.000437851189317744,0.000417890012416469
252,0.000195282229228239,0.000205282167448564,0.000199366420670725
512,9.58672156520619e-05,0.000101626225772298,9.91002797326739e-05
1024,4.84910992482109e-05,4.16304057244299e-05,4.77415624720292e-05
