Row,True_mean,Calib_mean,Init_mean
30,0.00159745920480598,0.00147120242942061,0.00161475632639922
60,0.000836890723788509,0.000827247554630095,0.000826957034905821
120,0.000418271057589877,0.000429889227043747,0.000410417504380863
252,0.000213004386091954,0.000187352985894768,0.000200515729155567
512,0.000103457238590692,0.000126214780001136,9.67809674548367e-05
1024,4.78769531480608e-05,4.40603464974206e-05,4.99608432610364e-05
