Row,True_kurtosis,Calib_kurtosis,Init_kurtosis
30,3.24819230792672,3.06796897967425,7.1128262369627
60,3.23553313413862,3.04922964497097,7.95909966904305
120,3.25293767258728,3.04197228734422,7.84544966475032
252,3.20786177002012,3.03216829396307,8.00968997004373
512,3.21564931175249,3.01472300521541,8.0455170452746
1024,3.22504892440146,3.02698024834849,8.09380715747558
