Row,True_kurtosis,Calib_kurtosis,Init_kurtosis
30,3.14332580748435,3.11458519798264,7.82752392062312
60,3.29535384708704,3.05149241453052,8.43341806003277
120,3.23754833922485,3.01137207405823,7.805769709417
252,3.23672344807374,3.00369330211038,7.80572178682821
512,3.22734209854867,3.02144455139017,8.20090865380392
1024,3.20959056489496,3.02029590828157,8.05162305173662
