Row,True_variance,Calib_variance,Init_variance
30,1.10895546123479e-05,9.69512598299905e-05,1.30994502178262e-06
60,1.14714305437723e-05,9.97958856716611e-05,1.27052065443748e-06
120,1.15629995083521e-05,9.94708812434226e-05,1.23145888962374e-06
252,1.15870006634325e-05,0.000100028884060238,1.23559179345074e-06
512,1.16471994454061e-05,0.000100127994154295,1.25957234362944e-06
1024,1.16431999064749e-05,0.000100261390478387,1.25076066329426e-06
