Row,True_kurtosis,Calib_kurtosis,Init_kurtosis
30,3.30431432673523,3.05233921323504,7.28276779327242
60,3.23660026921719,3.05767017950136,8.15023844649442
120,3.23755130568513,2.99851978997882,8.20333130859359
252,3.22663977767099,3.00321057966389,8.11106669505978
512,3.22340411044603,3.01829348697422,8.11665320106524
1024,3.21540911547447,3.00373431608057,8.11533856034191
