Row,True_variance,Calib_variance,Init_variance
30,1.13123801891652e-05,3.99536835433456e-05,1.28133110799248e-06
60,1.13102206419251e-05,4.11404584894173e-05,1.24072387101355e-06
120,1.16240713567227e-05,4.06743042081856e-05,1.23244214485121e-06
252,1.16776911397691e-05,4.08349718738347e-05,1.24452771505312e-06
512,1.16990824998504e-05,4.10547924702588e-05,1.25635014444348e-06
1024,1.16186859654917e-05,4.11742988393329e-05,1.25768506160662e-06
