Row,True_mean,Calib_mean,Init_mean
30,0.00160577065495908,0.00166393785653934,0.00161131784329635
60,0.000821184159258421,0.000858934430552584,0.000818851232739629
120,0.000429190160799476,0.000434399893255457,0.000415977679861216
252,0.000196173980100266,0.000216530453978931,0.000197125613555851
512,0.000100150587211001,9.2355557374875e-05,9.90058384605389e-05
1024,5.20939607390347e-05,4.9200584014849e-05,5.21251633943893e-05
