Row,True_kurtosis,Calib_kurtosis,Init_kurtosis
30,3.28849253872481,3.09075364052113,6.98282121063575
60,3.18324611942164,3.08938660624405,8.22968089106502
120,3.24887672211682,3.06499836828668,8.13351979733903
252,3.22531828518684,3.0117295230041,7.7830890161143
512,3.20449611595498,3.01265751780893,8.0120071083998
1024,3.22478372846274,3.00909375366401,8.0390696182229
