Row,True_mean,Calib_mean,Init_mean
30,0.00158260349384329,0.00165900195225828,0.0016150977128182
60,0.000837441435068541,0.000814379100156289,0.000819963068935253
120,0.000419372327600666,0.000368375950145778,0.000414691486341645
252,0.000191539842833153,0.000176328401832915,0.000197516627555936
512,9.63475067168687e-05,0.000110763875247054,9.54059289081399e-05
1024,5.14796192451369e-05,7.03515877294105e-05,5.00476985115781e-05
