Row,True_kurtosis,Calib_kurtosis,Init_kurtosis
30,3.28624685972485,3.08412107645005,6.88185075782659
60,3.31179908302732,3.10950528337746,8.11682375690983
120,3.22381242898099,3.07208747172268,8.23217751909179
252,3.22195127707736,3.0639613196587,7.93505809253266
512,3.23237175901308,3.05211833110911,7.9111788131168
1024,3.21030991710858,3.04973565304109,8.1321579097239
