Row,True_mean,Calib_mean,Init_mean
30,0.0015900027059383,0.00164038397001095,0.00160664672163647
60,0.000810742235315945,0.00080627392380995,0.000817241545476547
120,0.000420699792714828,0.000401281795727402,0.000413347500702901
252,0.000198476974123796,0.000184726789682426,0.000195560817980694
512,0.00010352621501681,0.000109965613572045,9.98919399616948e-05
1024,5.03871218728431e-05,5.9463189339413e-05,5.08666689186868e-05
