Row,True_kurtosis,Calib_kurtosis,Init_kurtosis
30,3.28009955965518,3.06424084551846,6.95171632346509
60,3.23782898596009,3.05334280946603,8.22669602274209
120,3.2583550424455,3.02924968025724,7.89558329944814
252,3.23964199847607,3.01819998514034,7.95423851575095
512,3.22968914417032,3.0229574380231,8.01445682225004
1024,3.2151437754984,3.00632903005859,8.02432839462323
