Variant,Split,Mean Loss,Correlation,95th Percentile,99th Percentile,Min Loss,Max Loss
no_dlayer,In-Sample,6.148141051990226e-07,0.9998998044268964,1.5323267518851938e-06,2.9480536545634107e-06,5.416612225417339e-08,6.1604300753970165e-06
no_dlayer,Out-of-Sample,6.60350346675064e-07,0.9998981290125718,1.6501442246408224e-06,3.2886523376873805e-06,6.59210712683489e-08,8.352682016266044e-06
dlayer,In-Sample,5.080791255161929e-07,0.999917108414522,1.2904245920708492e-06,2.5609394219827688e-06,7.337806806617664e-08,7.10460062691709e-06
dlayer,Out-of-Sample,5.495184129981389e-07,0.9999151115615279,1.5427760899910932e-06,3.0404330254896185e-06,6.031103794157389e-08,6.909194325999124e-06
