Variant,Split,Mean Loss,Correlation,95th Percentile,99th Percentile,Min Loss,Max Loss
no_dlayer,In-Sample,1.2736847559953106e-06,0.9997870452361609,2.7257253123025283e-06,4.3747542440542004e-06,2.7629062060441356e-07,1.2342130503384396e-05
no_dlayer,Out-of-Sample,1.350176589794446e-06,0.9997678360560752,2.766427155620473e-06,8.703494395376778e-06,2.426440914859995e-07,1.1023237675544806e-05
dlayer,In-Sample,1.5303629597891073e-06,0.9997421944414872,3.171597245454903e-06,6.808192347307336e-06,1.9994817535007314e-07,3.32284762407653e-05
dlayer,Out-of-Sample,1.531866560636679e-06,0.9997335236065055,3.4822058069039353e-06,9.58169816840382e-06,2.418020699224144e-07,1.256469840882346e-05
