Variant,Split,Mean Loss,Correlation,95th Percentile,99th Percentile,Min Loss,Max Loss
no_dlayer,In-Sample,6.287707010087363e-07,0.9998975379077064,1.5078647948030268e-06,3.072047061323247e-06,6.006386854551238e-08,8.64098547026515e-06
no_dlayer,Out-of-Sample,6.647912291548639e-07,0.999897444448522,1.615213477634824e-06,3.148746177430437e-06,1.0647185888501554e-07,1.1739767614926677e-05
dlayer,In-Sample,5.602186800683633e-07,0.9999086639384817,1.4961790554934876e-06,3.1233476374836767e-06,6.259863027935353e-08,6.0923352975805756e-06
dlayer,Out-of-Sample,6.1919690895843e-07,0.9999043522555814,1.7484174236415068e-06,3.915323677574631e-06,8.58088782251798e-08,6.598089839826571e-06
